rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1733942842701948035,,6.553742522835651,2.493014708766975,0.0,,0.0,0.0,0.013805317918812371,0.9999047020577313
1733942842801907028,,6.593808600117478,2.4911208073053572,0.0,,0.0,0.0,0.014752900886658447,0.9998911700357337
1733942842891769474,,6.632791602542414,2.4922624024835955,0.0,,0.0,0.0,0.013927533742882619,0.9999030071981186
1733942842991907514,,6.671825428372506,2.4933277891935486,0.0,,0.0,0.0,0.012211338449485661,0.9999254388269517
1733942843091809254,,6.710913130305439,2.494242062830318,0.0,,0.0,0.0,0.009717066082952574,0.9999527881988927
1733942843212015840,,6.74939442683822,2.4949641365583726,0.0,,0.0,0.0,0.007355613131280402,0.9999729471118021
1733942843312150611,,6.78082795624178,2.498151322509162,0.0,,0.0,0.0,0.003120554935225084,0.9999951310565948
1733942843402093156,,6.814365788027583,2.498343066786904,0.0,,0.0,0.0,0.0009375679011976463,0.9999995604831188
1733942843502248288,,6.841184766839036,2.498398685217451,0.0,,0.0,0.0,0.00027832538438719514,0.9999999612674895
1733942843602124758,,6.859921636058837,2.4984053666636212,0.0,,0.0,0.0,-0.0008936578542045639,0.9999996006877401
1733942843691637413,,6.872818640351766,2.4983780483793847,0.0,,0.0,0.0,-0.002867422347255881,0.9999958889360908
1733942843791762702,,6.881771612944199,2.4983164509579363,0.0,,0.0,0.0,-0.007321715399917713,0.9999731958825709
1733942843891767645,,6.887561525722695,2.498217278628538,0.0,,0.0,0.0,-0.015653377214299966,0.9998774783851204
1733942844012347356,,6.891513095937014,2.498081983651584,0.0,,0.0,0.0,-0.024888764643980113,0.999690226717505
1733942844102492009,,6.894623661273229,2.4979202917093963,0.0,,0.0,0.0,-0.03449857309061793,0.9994047470643269
1733942844202137226,,6.896655809620727,2.4977719478259632,0.0,,0.0,0.0,-0.04683549825678461,0.998902615925616
1733942844301908311,,6.897008762196662,2.497739626185388,0.0,,0.0,0.0,-0.04679422601179739,0.9989045502008472
1733942844391836595,,6.896523086336844,2.4977844358147765,0.0,,0.0,0.0,-0.042236612079496694,0.9991076361433967
1733942844491853154,,6.896201642914568,2.49781005804731,0.0,,0.0,0.0,-0.033134592753300704,0.9994508986253766
1733942844591759480,,6.896155635794087,2.4978129369131263,0.0,,0.0,0.0,-0.031360366201949215,0.9995081427540646
1733942844691768596,,6.896226010126362,2.497808456149489,0.0,,0.0,0.0,-0.032100421535911465,0.9994846486751144
1733942844811887099,,6.89639365085473,2.4977977646030483,0.0,,0.0,0.0,-0.03215370209340157,0.9994829360432768
1733942844901948916,,6.896372974133893,2.4977990900695453,0.0,,0.0,0.0,-0.03218335268519061,0.9994819817335081
1733942845002154881,,6.896372974133893,2.4977990900695453,0.0,,0.0,0.0,-0.03212499450394969,0.999483859163379
1733942845102382173,,6.896423719655381,2.4977958203621533,0.0,,0.0,0.0,-0.0321799474674719,0.9994820913758239
1733942845191852722,,6.897611476787174,2.4977199188973356,0.0,,0.0,0.0,-0.031520021329570616,0.9995031206831639
1733942845291824174,,6.902858027333657,2.49739058275496,0.0,,0.0,0.0,-0.030892034834183853,0.9995227271972377
1733942845392063824,,6.907546874216806,2.4970979073414257,0.0,,0.0,0.0,-0.03050407014468942,0.9995346425735367
1733942845512176853,,6.913727291935857,2.496751365323747,0.0,,0.0,0.0,-0.022540845877705516,0.9997459228559612
1733942845612191808,,6.921909595034485,2.4963607827032557,0.0,,0.0,0.0,-0.0238010333850666,0.9997167152797851
1733942845703616562,,6.931780698673894,2.495898061614008,0.0,,0.0,0.0,-0.022019024265536164,0.999757551894655
1733942845802725556,,6.944973533275149,2.4953273157804468,0.0,,0.0,0.0,-0.020055033438078754,0.9997988775917872
1733942845902049191,,6.954375109756287,2.4943981834687157,0.0,,0.0,0.0,-0.017427777354280072,0.9998481247551998
1733942845992065926,,6.975065079297325,2.4936890860338643,0.0,,0.0,0.0,-0.015471419248180749,0.9998803104304269
1733942846091952245,,6.999439209087836,2.492942677606706,0.0,,0.0,0.0,-0.013478542540719436,0.9999091603195652
1733942846191901221,,7.0271670423603965,2.492206194032718,0.0,,0.0,0.0,-0.011491695416094998,0.9999339682881384
1733942846312192908,,7.057946392735255,2.491527073269991,0.0,,0.0,0.0,-0.008960905896558635,0.9999598502767564
1733942846412334352,,7.0915258007179585,2.490948139324215,0.0,,0.0,0.0,-0.006242321515962199,0.9999805165212428
