rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1733943057392175458,,6.180805237592076,2.506709108404077,0.0,,0.0,0.0,-0.007391303377673969,0.9999726839441061
1733943057512232345,,6.216890914089368,2.506170646559957,0.0,,0.0,0.0,-0.007565244763439013,0.9999713831263719
1733943057612099947,,6.256638475539757,2.5055724489071967,0.0,,0.0,0.0,-0.007414412396871931,0.9999725128666334
1733943057702025061,,6.299577956509011,2.5049449613046715,0.0,,0.0,0.0,-0.007177855766604606,0.9999742388614787
1733943057802136343,,6.34589631631084,2.504275718837364,0.0,,0.0,0.0,-0.007247317179479955,0.9999737378519997
1733943057901976460,,6.39283638695803,2.5035889656248216,0.0,,0.0,0.0,-0.0076185730806706126,0.9999709782509764
1733943057992122283,,6.430594931271305,2.5145099617781246,0.0,,0.0,0.0,-0.008930959540596755,0.9999601181855626
1733943058092054187,,6.477323968441884,2.513681897936035,0.0,,0.0,0.0,-0.008530645234600235,0.9999636133839478
1733943058192112254,,6.523979288918324,2.512893159037317,0.0,,0.0,0.0,-0.007932702627331884,0.9999685356195096
1733943058312131594,,6.570977579152782,2.5121512251422353,0.0,,0.0,0.0,-0.007367243849689423,0.9999728614907802
1733943058412189381,,6.618038651894338,2.5114707483109044,0.0,,0.0,0.0,-0.0063523152589819954,0.9999798238418867
1733943058502256549,,6.65447637592408,2.519957709283279,0.0,,0.0,0.0,-0.00767993274799422,0.9999705088816301
1733943058602275129,,6.69969179970826,2.519263012342015,0.0,,0.0,0.0,-0.007195536208134041,0.9999741117942391
1733943058702106837,,6.742678616194433,2.518665513803473,0.0,,0.0,0.0,-0.006144896927200212,0.9999811199426487
1733943058791710694,,6.781279967637442,2.51821419985118,0.0,,0.0,0.0,-0.004132711326247983,0.9999914603120837
1733943058891737048,,6.808371036218297,2.526687725126253,0.0,,0.0,0.0,-0.0027190205521013633,0.9999963034567864
1733943058992099222,,6.831401088222494,2.5265683478614607,0.0,,0.0,0.0,-0.0008594902676315858,0.9999996306381718
1733943059112248819,,6.847748527837112,2.5265418498052195,0.0,,0.0,0.0,0.0002241795462385634,0.9999999748717652
1733943059202540714,,6.859917204419867,2.5265451505457963,0.0,,0.0,0.0,0.0004984670662189146,0.9999998757652842
1733943059302340723,,6.869844821503459,2.526554081613363,0.0,,0.0,0.0,0.0004591094474518731,0.9999998946092521
1733943059402361872,,6.87802754998251,2.5265692334490035,0.0,,0.0,0.0,0.0019145275431831192,0.9999981672904638
1733943059492464562,,6.884724132185291,2.5266038415040257,0.0,,0.0,0.0,0.00549269684205706,0.9999849150269224
1733943059592228225,,6.888886335758132,2.5266458551537267,0.0,,0.0,0.0,0.0051920654428001456,0.999986521137379
1733943059692040431,,6.889835177378001,2.5266558704491846,0.0,,0.0,0.0,0.005138391096688115,0.9999867983813273
1733943059812504724,,6.889914283785125,2.5266566570976843,0.0,,0.0,0.0,0.005428764045610271,0.9999852641518959
1733943059912214336,,6.889914283785125,2.5266566570976843,0.0,,0.0,0.0,0.005444217398290297,0.9999851801386459
1733943060001891884,,6.889921823616113,2.526656737430351,0.0,,0.0,0.0,0.005337591855911656,0.9999857549551292
1733943060102229400,,6.8906461500598715,2.5266641019081546,0.0,,0.0,0.0,0.004822324652539608,0.9999883725248737
1733943060202099614,,6.89439159415706,2.526698425501924,0.0,,0.0,0.0,0.0035184286620127247,0.999993810310719
1733943060291761048,,6.8978580259202005,2.5267280333729403,0.0,,0.0,0.0,0.00657913643561347,0.9999783572476765
1733943060391736129,,6.904029713851596,2.5268130793533183,0.0,,0.0,0.0,0.008106352346666557,0.9999671429860242
1733943060491700804,,6.9125401874429535,2.526945992050253,0.0,,0.0,0.0,0.007256664816501986,0.9999736700612376
1733943060612082759,,6.923382887875596,2.527101024663025,0.0,,0.0,0.0,0.006197772895230841,0.9999807936211271
1733943060701808582,,6.9377009210791565,2.5272739540667186,0.0,,0.0,0.0,0.00517096840233269,0.9999866304535187
1733943060802220482,,6.955240397035735,2.527443814127789,0.0,,0.0,0.0,0.0034683005303121676,0.9999939854276282
1733943060901803659,,6.976097864696243,2.5275856730737036,0.0,,0.0,0.0,0.0020470251419408194,0.9999979048418394
1733943060992079418,,7.0002931061274385,2.527669618978377,0.0,,0.0,0.0,0.00014900520624571277,0.9999999888987242
1733943061091905701,,7.025117057709157,2.52656243957376,0.0,,0.0,0.0,0.000665963487837653,0.9999997782462919
1733943061191940928,,7.056094688282685,2.5265755676246373,0.0,,0.0,0.0,-0.0017072860613558587,0.9999985425860903
1733943061312125226,,7.090764916751259,2.526426602735176,0.0,,0.0,0.0,-0.0045577736804553425,0.999989613295597
1733943061412205916,,7.12873497939699,2.5260396946576025,0.0,,0.0,0.0,-0.007602647716847149,0.9999710994562261
1733943061502354079,,7.170339721490196,2.5253511842963206,0.0,,0.0,0.0,-0.011196043146799122,0.9999373223446832
