i,x,y,theta
92,6.38974365480907,2.50000301390008,9.63596697568447E-06
93,6.39298787269516,2.50000302643602,9.59200949939281E-06
94,6.39623223272055,2.500003038202,9.57512485384503E-06
95,6.39947646729986,2.50000305003035,9.56495307271394E-06
96,6.40272084395961,2.50000306122868,9.57220753655307E-06
97,6.405965091668,2.50000307258504,9.5793164430143E-06
98,6.40920947749063,2.5000030833839,9.59899132181302E-06
99,6.41245373111681,2.50000309438964,9.61510996020517E-06
100,6.41569812058793,2.50000310487419,9.64138822731674E-06
101,6.41894237642927,2.5000031155888,9.66243860170089E-06
102,6.42218676731474,2.50000312579962,9.69246649335497E-06
103,6.42543102417084,2.50000313625079,9.71645646022586E-06
104,6.42867541592118,2.500003146206,9.74884489708539E-06
105,6.43191967362055,2.50000315640578,9.77481006895005E-06
106,6.43516406625635,2.50000316611272,9.80889136374964E-06
107,6.43840832490384,2.50000317606563,9.83637414619375E-06
108,6.44165271855224,2.50000318552653,9.87183750913956E-06
109,6.44489697826875,2.50000319523353,9.90063200066017E-06
110,6.44814137303239,2.50000320444819,9.93734485984069E-06
111,6.4513856339004,2.50000321390846,9.96737158408292E-06
112,6.45414875427504,2.5000032216018,9.73356248056472E-06
113,6.45691171249434,2.50000322866891,9.57357634705331E-06
114,6.45967445509328,2.50000323549527,9.4598168557202E-06
115,6.46243730643117,2.50000324143999,9.39173861193263E-06
116,6.46520002210231,2.50000324729647,9.34382675277799E-06
117,6.46796287989955,2.50000325248798,9.32295067480503E-06
118,6.47072561223719,2.50000325772984,9.30875665825969E-06
119,6.47348848663497,2.50000326242673,9.31196120838048E-06
120,6.47625123206255,2.50000326725519,9.31499355031622E-06
121,6.47901411558062,2.50000327160096,9.33056833069947E-06
122,6.48177686688082,2.50000327611995,9.34256184151261E-06
123,6.48453975400047,2.50000328018762,9.36469314180243E-06
124,6.48730250746756,2.50000328444829,9.38157140480715E-06
125,6.49006539595223,2.50000328827277,9.40740555245857E-06
126,6.49282815038385,2.50000329229903,9.42717552930553E-06
127,6.49559103968238,2.50000329589601,9.45532164959001E-06
128,6.49835379490554,2.50000329969838,9.47701667538723E-06
129,6.50111668503711,2.50000330307428,9.50680429594609E-06
130,6.50387944115533,2.50000330665686,9.52996376487608E-06
131,6.5066423322458,2.50000330981383,9.56107879799862E-06
132,6.5094050893787,2.50000331317768,9.58549338045632E-06
133,6.51216798152946,2.50000331611581,9.61779964283879E-06
134,6.51493073975829,2.50000331926053,9.64338614169264E-06
135,6.51769363303236,2.50000332197892,9.6768373918741E-06
136,6.52045639240554,2.50000332490334,9.70357691046566E-06
137,6.52321928684036,2.50000332740056,9.73817325192882E-06
138,6.52598204738745,2.5000033301031,9.7660804993071E-06
139,6.52826366744538,2.50000333203851,9.52825277313896E-06
140,6.53054512534672,2.50000333343167,9.36415892079043E-06
141,6.53282636761748,2.50000333463751,9.24630021168578E-06
142,6.53510771861061,2.50000333510139,9.17408595849658E-06
143,6.53738893392276,2.50000333549307,9.12202384719706E-06
144,6.53967029134081,2.50000333532602,9.09697383605847E-06
145,6.54195152328131,2.50000333519883,9.07858570374344E-06
146,6.54423289725906,2.50000333461305,9.07757488778753E-06
147,6.54651414224633,2.50000333413394,9.07636997811266E-06
148,6.54879552529966,2.5000033332483,9.08768687586193E-06
149,6.55107677611357,2.50000333250378,9.0953993223265E-06
150,6.55335816272163,2.50000333137913,9.11322892677451E-06
151,6.55563941565477,2.50000333041194,9.1257806102977E-06
152,6.55792080357951,2.50000332907749,9.14726691029459E-06
153,6.5602020574282,2.50000332790772,9.16266211930472E-06
154,6.5624834461172,2.5000033263766,9.18641105535829E-06
155,6.56476470070722,2.50000332501316,9.20367980839137E-06
156,6.56704609017843,2.50000332329086,9.22901727245768E-06
157,6.56932734561206,2.50000332173732,9.24769529792494E-06
158,6.57160873599013,2.50000331982578,9.27430334628907E-06
159,6.57388999238578,2.50000331808325,9.29417743507222E-06
160,6.57617138377084,2.50000331598275,9.32191586996875E-06
161,6.57845264120849,2.50000331405113,9.34289875395117E-06
162,6.58073403366231,2.50000331176117,9.37171714106564E-06
163,6.58301529218912,2.50000330963974,9.3937856369915E-06
164,6.58529668574784,2.50000330715938,9.42367966726331E-06
165,6.58757794539206,2.5000033048471,9.44684394798311E-06
166,6.58985934007844,2.50000330217516,9.477833727128E-06
167,6.5921406008591,2.50000329967078,9.50212204001716E-06
168,6.59442199668976,2.50000329680592,9.53424130658826E-06
169,6.59670325862192,2.50000329410804,9.55969241269022E-06
170,6.5985033800642,2.5000032917521,9.31680152181785E-06
171,6.60030333934728,2.50000328893997,9.14754749863265E-06
172,6.60210308298213,2.5000032859961,9.02455703792008E-06
173,6.6039029353168,2.50000328245207,8.94718649802124E-06
174,6.60570265195121,2.50000327885407,8.8899506125961E-06
175,6.60750251066687,2.5000032748057,8.85970983071971E-06
176,6.60930224388296,2.50000327078889,8.83609631480387E-06
177,6.61110211910955,2.50000326640202,8.82984038363716E-06
178,6.61290186532162,2.50000326209907,8.82334831551965E-06
179,6.61470174957168,2.50000325746789,8.82935593739112E-06
180,6.61650150155708,2.50000325294787,8.83171234133503E-06
181,6.61830138930765,2.50000324812104,8.84416211332271E-06
182,6.62010114335722,2.50000324341826,8.85128303998334E-06
183,6.62190103236861,2.50000323841922,8.86731306129141E-06
184,6.6237007872771,2.50000323354987,8.87719701601799E-06
185,6.62550067699535,2.50000322838919,8.8954071519677E-06
186,6.62730043258697,2.5000032233605,8.90707816760261E-06
187,6.62910032302846,2.50000321804264,8.92678808552155E-06
188,6.63090007940391,2.50000321285765,8.93977573873946E-06
189,6.63269997069165,2.50000320738429,8.96066117179683E-06
190,6.6344997279677,2.50000320204407,8.97474592986134E-06
191,6.63629962020017,2.50000319641564,8.99666020485706E-06
192,6.6380993784551,2.50000319092034,9.01174823483854E-06
193,6.63989927169234,2.50000318513668,9.03463418968241E-06
194,6.64169903097157,2.50000317948598,9.05069541632494E-06
195,6.64349892524796,2.5000031735466,9.07454166585127E-06
196,6.64529868557791,2.50000316773994,9.09157896661011E-06
197,6.64709858091437,2.50000316164416,9.11639811485754E-06
198,6.64889834231224,2.50000315568083,9.13443197567182E-06
199,6.65069823872348,2.50000314942786,9.16024977185176E-06
200,6.65249800120239,2.50000314330702,9.17931067179244E-06
201,6.65429789870056,2.500003136896,9.20616065239902E-06
202,6.65609766227205,2.50000313061676,9.22628532952023E-06
203,6.65789756086835,2.50000312404675,9.25420622050278E-06
204,6.65969732554348,2.50000311760816,9.27543589353109E-06
205,6.66149722524892,2.50000311087817,9.30447040620939E-06
206,6.66329699103877,2.50000310427921,9.32684998672646E-06
207,6.66509689186454,2.5000030973882,9.3570443221762E-06
208,6.66689665878042,2.50000309062782,9.38062213335311E-06
209,6.66821528520502,2.50000308551891,9.13167049768198E-06
210,6.66953374946724,2.50000308004178,8.95621750310696E-06
211,6.67085199806367,2.50000307449057,8.82708813157183E-06
212,6.672170355337,2.50000306848278,8.74355526034429E-06
213,6.67348857689008,2.50000306244128,8.68014169282035E-06
214,6.67480694049882,2.50000305605952,8.64371019683931E-06
215,6.67612517858483,2.500003049703,8.61386226106114E-06
216,6.67744355865332,2.50000304306667,8.60135395048892E-06
217,6.67876180968186,2.50000303649344,8.5885536792558E-06
218,6.68008019871878,2.50000302967196,8.58823140709553E-06
219,6.68139845546422,2.50000302293356,8.58419478340001E-06
220,6.68271684794413,2.50000301596332,8.59022763975154E-06
221,6.68403510669517,2.50000300908553,8.590862430148E-06
222,6.68535350037641,2.50000300198412,8.6003803959184E-06
223,6.68667175992593,2.50000299497916,8.60367736994869E-06
224,6.68799015425263,2.50000298775446,8.61527228527665E-06
225,6.68930841442293,2.50000298062781,8.62024773712147E-06
226,6.69062680940957,2.50000297328317,8.63323127426528E-06
227,6.69194507029941,2.50000296603719,8.6394070064987E-06
228,6.69326346606703,2.50000295857396,8.65344694826868E-06
229,6.6945817277912,2.50000295120961,8.66059556405626E-06
230,6.69590012443624,2.50000294362825,8.67553721718906E-06
231,6.69721838707096,2.50000293614583,8.68355680380879E-06
232,6.6985367846514,2.50000292844642,8.69933475172485E-06
233,6.69985504823996,2.50000292084591,8.70818680339075E-06
234,6.70117344678799,2.5000029130283,8.72478102646574E-06
235,6.70249171135464,2.50000290530953,8.73445952893086E-06
236,6.70381011088897,2.50000289737345,8.75187350744106E-06
237,6.70512837644861,2.50000288953611,8.76238950953051E-06
238,6.70644677698165,2.50000288148122,8.78063929782932E-06
239,6.70776504354508,2.50000287352496,8.79201322788223E-06
240,6.70908344508658,2.50000286535086,8.81112202897621E-06
241,6.7104017126629,2.50000285727526,8.82337989838772E-06
242,6.71172011522159,2.50000284898152,8.84337540275849E-06
243,6.71303838381934,2.50000284078612,8.85654696522116E-06
244,6.71435678740368,2.50000283237226,8.87746008184702E-06
245,6.71567505703131,2.50000282405658,8.89157797901288E-06
246,6.71699346164982,2.50000281552209,8.91344227038453E-06
247,6.71831173231595,2.50000280708561,8.9285416780767E-06
248,6.71963013797735,2.50000279842996,8.95139315419243E-06
249,6.72094840969086,2.50000278987213,8.96751168644479E-06
250,6.72226681640421,2.50000278109474,8.99138878590051E-06
251,6.72358508917432,2.50000277241498,9.00856653536765E-06
252,6.72490349694903,2.50000276351525,9.03351020788406E-06
253,6.72622177078535,2.50000275471294,9.05178986299197E-06
254,6.72754017963123,2.50000274569024,9.07784371122627E-06
255,6.72885845454379,2.50000273676474,9.09727072072841E-06
256,6.73017686447109,2.5000027276184,9.12448118172488E-06
257,6.73149514047037,2.50000271856902,9.14510395330152E-06
258,6.73281355148981,2.50000270929832,9.17352051006005E-06
259,6.73413182858677,2.50000270012435,9.19539063728893E-06
260,6.73545024070954,2.50000269072856,9.22506605756983E-06
261,6.73676851891564,2.50000268142924,9.24823857349443E-06
262,6.73808693215348,2.50000267190758,9.27922917539809E-06
263,6.73940521148071,2.50000266248211,9.30376283383503E-06
264,6.7407236258459,2.50000265283375,9.33612877963818E-06
265,6.74204190630682,2.5000026432813,9.36208636589364E-06
266,6.74287904627471,2.50000263713235,9.10641456076674E-06
267,6.74371602407521,2.50000263070434,8.9239663060268E-06
268,6.74455278620562,2.50000262426197,8.78799402959618E-06
269,6.74538965700118,2.50000261750759,8.69755360377633E-06
270,6.74622639206623,2.5000026107417,8.62724862887544E-06
271,6.74706326917005,2.5000026037466,8.5838986998832E-06
272,6.74790002073598,2.50000259677229,8.54710523406199E-06
273,6.74873691426384,2.50000258960927,8.52762517074828E-06
274,6.74957367873341,2.50000258249038,8.50781124431007E-06
275,6.75041058118862,2.50000257520399,8.50044837129471E-06
276,6.75124735133217,2.50000256797437,8.48932136367343E-06
277,6.75208425718602,2.5000025605886,8.48823716470106E-06
278,6.75292102928954,2.5000025532654,8.4816983036803E-06
279,6.75375793629793,2.50000254579184,8.48401555232828E-06
280,6.75459470915204,2.50000253838315,8.48004859099227E-06
281,6.75543161675697,2.50000253082688,8.48435111336917E-06
282,6.75626839018189,2.50000252333628,8.48196475962891E-06
283,6.75710529839575,2.5000025156994,8.48755601541006E-06
284,6.75794207248815,2.50000250812845,8.48626437217532E-06
285,6.75877898142988,2.50000250041181,8.49280413831888E-06
286,6.75961575630244,2.5000024927612,8.49237215858777E-06
287,6.76045266606637,2.50000248496516,8.49969791451686E-06
288,6.76128944179317,2.5000024772352,8.50001598790313E-06
289,6.76212635243506,2.50000246935993,8.50805446031925E-06
290,6.76296312905718,2.50000246155075,8.50907616793436E-06
291,6.76380004060703,2.50000245359629,8.51779924693128E-06
292,6.76463681814645,2.50000244570794,8.5195103045191E-06
293,6.76547373062064,2.50000243767427,8.52891300063891E-06
294,6.76631050908993,2.50000242970672,8.53131573157715E-06
295,6.76714742249851,2.5000024215938,8.5414051540728E-06
296,6.76798420190605,2.50000241354698,8.54451073674071E-06
297,6.76882111625632,2.50000240535471,8.55530060034757E-06
298,6.76965789660873,2.50000239722853,8.55912521650703E-06
299,6.7704948119069,2.5000023889568,8.5706331242617E-06
300,6.77133159321015,2.50000238075114,8.57519606623223E-06
301,6.77216850946207,2.50000237239982,8.58744218656505E-06
302,6.77300529172196,2.50000236411456,8.59276494919054E-06
303,6.77384220893344,2.5000023556835,8.60577139475109E-06
304,6.77467899215585,2.50000234731847,8.61187726393047E-06
305,6.77551591033283,2.50000233880751,8.62566782494389E-06
306,6.77635269452378,2.50000233036254,8.63258171823689E-06
307,6.77718961367241,2.5000023217715,8.64718177735592E-06
308,6.77802639883818,2.50000231324642,8.65493021488271E-06
309,6.77886331896488,2.5000023045751,8.67036675695262E-06
310,6.77970010511201,2.5000022959697,8.67897790185693E-06
311,6.78053702622346,2.50000228721789,8.69527957563488E-06
312,6.78137381335881,2.50000227853195,8.70478331432499E-06
313,6.78221073546201,2.50000226969942,8.72198052538309E-06
314,6.78304752359275,2.50000226093271,8.732408572609E-06
315,6.78388444669505,2.5000022520192,8.75053359725348E-06
316,6.78472123582869,2.50000224317146,8.76191961976279E-06
317,6.78555815993777,2.50000223417672,8.78100673534589E-06
318,6.78639495008217,2.50000222524769,8.79338649110685E-06
319,6.7872318752061,2.50000221617142,8.8134721216271E-06
320,6.78806866636951,2.5000022071608,8.82688361373135E-06
321,6.78890559251673,2.5000021980027,8.84800649014558E-06
322,6.7897423847078,2.50000218891018,8.86249013634038E-06
323,6.79057931188715,2.50000217966993,8.88469147242697E-06
324,6.79141610511495,2.50000217049517,8.90029029067735E-06
325,6.79225303333572,2.50000216117242,8.92361397610776E-06
326,6.79308982760974,2.50000215191508,8.94037378822715E-06
327,6.79392675688165,2.50000214250945,8.96486660006401E-06
328,6.79476355221186,2.50000213316915,8.98283625505601E-06
329,6.79560048254513,2.50000212368027,9.00854808997945E-06
330,6.79643727894197,2.5000021142566,9.02777970907798E-06
331,6.79727421034729,2.50000210468404,9.05476383853271E-06
332,6.79811100782173,2.5000020951766,9.07531308482317E-06
333,6.79894794031033,2.50000208551991,9.10362643574621E-06
334,6.79978473887388,2.50000207592824,9.12555281100087E-06
335,6.80062167245755,2.50000206618697,-1.16358660894269E-05
336,6.80145846310289,2.50000205651098,-1.1670390088032E-05
337,6.80229537354125,2.50000204670861,-1.1662711514968E-05
338,6.80313213940808,2.50000203698567,-1.16401935896199E-05
339,6.80396903261088,2.50000202719276,-1.15937709291727E-05
340,6.80480578621865,2.50000201749972,-1.15445262305615E-05
341,6.80564267056971,2.50000200777656,-1.1479606325605E-05
342,6.80647941770217,2.50000199816496,-1.14176007164307E-05
343,6.80731629725007,2.50000198854295,-1.1343951521641E-05
344,6.80815304076102,2.50000197903826,-1.12760606520497E-05
345,6.80898991752438,2.50000196953244,-1.11985354940078E-05
346,6.80982665884458,2.50000196014654,-1.11281888502556E-05
347,6.81066353383908,2.50000195076352,-1.10492115578995E-05
348,6.81150027369066,2.50000194150148,-1.09781216361962E-05
