rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1733942603791720181,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942603933625172,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604012237686,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604102270129,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604202014686,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604292117377,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604391931264,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604491869029,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604617634175,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604712088986,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604802087753,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942604902055280,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605001877097,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605091868921,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605191926309,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605291830101,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605412052797,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605512073137,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605602332826,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605701900654,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605802055099,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605891666039,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942605991531032,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942606091454617,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942606211701280,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942606301629016,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
1733942606401758131,,6.037543104596748,2.5338209655462576,0.0,,0.0,0.0,-0.00845707767979883,0.9999642382791085
